9.560520818385612074e+01,-1.404251061281637236e+00,-2.321269962199784320e+00
9.541526222986173877e+01,-1.184373199665749388e+00,-1.327001115191186242e+00
9.521197031849349912e+01,-2.177103322629334148e+00,-1.603007339424772359e+00
9.457492991107361036e+01,-1.689710663742767238e+00,-9.261327104413262790e-01
9.452704219129658725e+01,-1.429657602564770036e+00,-1.946902992594928827e+00
9.484553411913267951e+01,-6.188222435742035676e-01,-2.528905830240640640e+00
9.445573042091776017e+01,-4.251533262435986948e-01,-1.578104166497230620e+00
9.485102687246752851e+01,5.406607313044200502e-01,-1.638547693604462951e+00
9.552611256487139713e+01,-2.416482479254286608e-01,-1.793858538033324068e+00
9.517719639760103689e+01,-2.118542021556054367e-01,-8.146366535565892075e-01
9.526416209681845260e+01,-1.064564761022469552e+00,-2.313646897963005100e-01
9.512581730781873546e+01,-1.954689705191935412e+00,2.901365516259884481e-01
9.562628144433003285e+01,-2.024728617664061758e+00,-6.193034781067805472e-01
9.665041652587709109e+01,-2.182599261405823388e+00,-5.476105317986703636e-01
9.720621787006005832e+01,-1.521645403336391089e+00,3.114821656061068575e-02
9.618358983857982025e+01,-1.524658053615813635e+00,2.723901766351382592e-01
9.626118103295554818e+01,-1.144132531198741809e+00,-6.827920156960769482e-01
9.714821380286792873e+01,-1.395411799406999220e+00,-1.149917892399448638e+00
9.640259579767199227e+01,-9.081398983732980046e-01,-1.732909052341782496e+00
9.626798194160848254e+01,-1.917164029007093262e+00,-1.558739445485376240e+00
9.669816584954070038e+01,-1.608334277530388601e+00,-2.469548830994078958e+00
9.748732152839821197e+01,-1.017170214919850046e+00,-2.121136629842667265e+00
9.698314928147061664e+01,-5.074465137643290324e-01,-2.874888296174522129e+00
9.594597840227143593e+01,-4.679190123946075364e-01,-2.777896119829259103e+00
9.650542479565628184e+01,8.738024645809912283e-02,-2.104141483228629372e+00
9.696587367970369087e+01,6.518325425223102654e-01,-1.377917192395168078e+00
9.718067381837182950e+01,-3.575869815544182595e-01,-1.315246474856776260e+00
