2.426110638189605311e+02,2.057559443347474648e+00,-2.517598604867744783e+00
2.429043110537106713e+02,2.182519348783076296e+00,-1.517253979935776265e+00
2.418854371182655996e+02,1.967140991167164010e+00,-1.666196473369982112e+00
2.421211664049843932e+02,2.505840572395495958e+00,-8.090631364187504948e-01
2.423469264489430941e+02,1.479576693239088359e+00,-7.946685364608802038e-01
2.430832725909901626e+02,2.111995566553901860e+00,-4.204103293460429991e-01
2.425652315502166232e+02,1.520480895375034169e+00,2.608311146022091465e-01
2.433959763938980529e+02,1.909650663976842688e+00,7.294984470116661068e-01
2.441608174682783954e+02,1.210997351180449488e+00,8.939306909665174494e-01
2.431972078482847337e+02,7.839915274522218924e-01,7.836772379029270930e-01
2.439202993482610111e+02,1.450217090741096615e-01,1.186160794511246008e+00
2.435538806350467382e+02,-7.906633620240773874e-01,1.014413295876445575e+00
2.444756376011710302e+02,-5.983056954421921425e-01,5.668209835541601072e-01
2.443695166360267024e+02,3.986752286004753842e-01,1.741344079735172856e-01
2.434664853398533637e+02,-1.074199980498371371e-01,2.152121616402586368e-01
2.424867582785156230e+02,1.865673850417602295e-02,5.304349529011627151e-01
2.426626400750626260e+02,-9.385642733009194050e-01,1.226027086977777014e-01
2.422324435180824196e+02,-2.164772471222251304e-01,-5.385168593365441403e-01
2.432054987433796498e+02,-5.942985898507557874e-01,-7.420937576826044380e-01
2.436932476418820670e+02,-1.170934230402767673e+00,-2.699893199176761627e-02
2.432027504792452532e+02,-1.832612459985069053e+00,6.183449892075113530e-01
2.442618859091764421e+02,-1.638497698473691422e+00,7.456579246903092262e-01
2.447366973025622769e+02,-1.438279878945708301e+00,-1.644772208731841989e-01
2.449070658178410724e+02,-2.315836876883100359e+00,-6.872010978792466585e-01
2.439501147493438964e+02,-2.374413510463650567e+00,-1.120826614227872220e+00
2.439538226254567519e+02,-2.235705902754606900e+00,-1.030224330532300142e-01
2.431392361528002937e+02,-1.814860757663358415e+00,-6.405670053787556606e-01
2.421895941148255531e+02,-2.260391777598655505e+00,-8.059030715235320219e-01
2.422874160971776405e+02,-1.213684755213586319e+00,-8.897072642574526125e-01
2.421961574902692291e+02,-5.056249498556922850e-01,-1.639104426281447591e+00
2.420889604796340961e+02,-1.498193919651299222e+00,-1.922750094638208118e+00
2.428767831573503599e+02,-2.136755596178530503e+00,-1.662240128986408383e+00
2.429563895281141583e+02,-1.598957944937040354e+00,-2.564232354164928118e+00
2.430772885420807654e+02,-1.083158011244492736e+00,-1.641034176046438642e+00
2.439420437864109488e+02,-1.267411523494512471e+00,-1.110460282000811372e+00
2.438458611772734059e+02,-1.783126643184654192e+00,-1.998722001453185015e+00
2.444421150768068856e+02,-9.177070288246899077e-01,-2.039930763586737861e+00
2.447415672253759737e+02,-1.752744650309499219e+00,-1.525139210114368593e+00
2.450642327723097651e+02,-9.171713999780628512e-01,-1.051406412947875957e+00
2.453204421039638987e+02,-2.990105695219367754e-01,-2.652519656685722871e-01
2.443116910013043537e+02,-4.610716188287810047e-01,-4.912749261067073658e-01
2.447766685790936378e+02,3.289699978199706054e-01,-9.076539662753793092e-01
2.452107420098954549e+02,8.983337510445223995e-01,-1.535058390415400820e-01
2.457524440636316285e+02,6.360411903944647172e-01,-9.613162979815117470e-01
2.451826505885626375e+02,9.752971877342815343e-01,-1.734900048185672894e+00
2.453730683667598385e+02,1.693078687327144394e+00,-9.942116850958132579e-01
2.444160611850018938e+02,1.330812918347715978e+00,-7.755044852149183265e-01
2.441274440500304195e+02,7.978144971446644584e-01,-1.631060190330984039e+00
2.433815263499548678e+02,1.288046151739574707e+00,-1.087809080828320729e+00
2.436233042391147023e+02,1.261817425896028411e+00,-6.638579200902804123e-02
2.428017135842950722e+02,6.318728789485701380e-01,-3.336995762495984508e-01
2.437483145777856919e+02,3.674603065466159890e-01,-6.938847715290171747e-01
2.438434579864442640e+02,-2.284397196232798299e-01,-1.525348443623650407e+00
2.429062478412767803e+02,2.220527283983644851e-01,-1.347555028492410045e+00
2.419462201469555680e+02,5.738015335649263582e-01,-1.286077041438089985e+00
2.426188185294541029e+02,1.174458599599757624e+00,-1.842677519432092348e+00
2.418103462033813571e+02,1.237589478549803168e+00,-2.496140438288892760e+00
2.423010024365921140e+02,3.108181350200214244e-01,-2.354344396248247762e+00
2.428336704126641621e+02,1.066856989324283189e+00,-2.854276487120873007e+00
2.422660228258655764e+02,1.600621286317234881e+00,-3.540323457751588077e+00
2.420014002452258239e+02,5.863856463384728990e-01,-3.391882001728381280e+00
2.428959016006141098e+02,7.635563055549118294e-01,-3.952356236148538482e+00
2.433001472991581693e+02,-1.683537875991725496e-01,-4.194754432253485099e+00
2.423417383844456765e+02,-3.488390746777744189e-01,-3.882600078951359723e+00
2.429827471237329917e+02,5.090589785405309764e-02,-3.137631866488706844e+00
